,PoS,Token
9582,PRON,他
9583,PART,的
9584,NOUN,头发
9585,PART,而
9586,VERB,忽略
9587,PART,了
9588,PRON,他
9589,PUNCT,。
9590,ADV,然而
9591,PUNCT,，
9592,NOUN,1965年
9593,PART,的
9594,NOUN,雷达
9595,NOUN,观测
9596,VERB,表明
9597,PUNCT,，
9598,PRON,他们
9599,PART,的
9600,NOUN,值
9601,ADV,都
9602,VERB,是
9603,VERB,错误
9604,PART,的
9605,PUNCT,。
9606,PRON,他
9607,ADV,还
9608,VERB,声称
9609,PUNCT,，
9610,PROPN,UR
9611,PUNCT,-
9612,NUM,500
9613,VERB,可以
9614,X,被
9615,VERB,用来
9616,VERB,发射
9617,ADJ,军用
9618,NOUN,空间站
9619,PUNCT,。
9620,ADV,然而
9621,PUNCT,，
9622,ADV,并
9623,VERB,没有
9624,DET,任何
9625,PROPN,苏联
9626,NOUN,军舰
9627,NOUN,尝试
9628,ADV,这样
9629,VERB,做
9630,PUNCT,。
9631,PRON,我
9632,VERB,认为
9633,PRON,他
9634,ADV,本
9635,VERB,可以
9636,ADV,彻底
9637,VERB,改变
9638,PROPN,美国
9639,PUNCT,（
9640,CCONJ,及
9641,NOUN,世界
9642,PUNCT,）
9643,NOUN,政治
9644,PUNCT,。
9645,NOUN,自由
9646,PUNCT,—
9647,VERB,没
9648,NOUN,人
9649,VERB,有
9650,NOUN,权
9651,VERB,告诉
9652,PRON,他人
9653,CCONJ,或
9654,PRON,自己
9655,PART,的
9656,NOUN,孩子
9657,PUNCT,，
9658,PRON,他们
9659,VERB,必须
9660,VERB,穿
9661,NOUN,衣服
9662,PUNCT,。
9663,ADV,近
9664,NUM,几十
9665,NUM,年
9666,PART,来
9667,PUNCT,，
9668,ADP,在
9669,VERB,发展
9670,PRON,其
9671,NOUN,背后
9672,PART,的
9673,NOUN,社会
9674,NOUN,机制
9675,NOUN,方面
9676,VERB,做
9677,PART,了
9678,ADV,更
9679,NUM,多
9680,PART,的
9681,NOUN,工作
9682,PUNCT,。
9683,PRON,他
9684,ADP,在
9685,NOUN,电视
9686,NOUN,讲话
9687,PART,中
9688,VERB,保证
9689,PUNCT,，
9690,ADV,将
9691,VERB,作出
9692,DET,一切
9693,NOUN,可能
9694,PART,的
9695,NOUN,努力
9696,PUNCT,，
9697,VERB,确保
9698,NOUN,妇女
9699,ADP,在
9700,PROPN,印度
9701,PART,的
9702,NOUN,安全
9703,PUNCT,。
9704,NOUN,2002年
9705,NOUN,7月
9706,NOUN,9日
9707,PART,的
9708,ADJ,原始
9709,NOUN,版本
9710,ADP,为
9711,DET,本
9712,NOUN,文件
9713,ADV,最后
9714,NUM,五
9715,NUM,页
9716,PUNCT,。
9717,NOUN,国家
9718,NOUN,水平
9719,PART,的
9720,NOUN,民主
9721,CCONJ,及
9722,NOUN,文明
9723,ADP,在
9724,PROPN,美国
9725,ADV,已经
9726,VERB,灭亡
9727,PART,了
9728,PUNCT,。
9729,ADV,一个
9730,NOUN,例子
9731,VERB,是
9732,NOUN,食品
9733,NOUN,摄影
9734,PUNCT,。
9735,PRON,我
9736,VERB,是
9737,DET,这
9738,NUM,一
9739,NOUN,阴谋
9740,PART,的
9741,NOUN,目标
9742,PUNCT,。
9743,ADV,此外
9744,PUNCT,，
9745,NUM,8
9746,NUM,所
9747,NOUN,医院
9748,CCONJ,和
9749,NUM,938
9750,NUM,间
9751,NOUN,教室
9752,X,被
9753,VERB,摧毁
9754,PUNCT,。
9755,NUM,第八
9756,NUM,只
9757,NOUN,猪
9758,ADV,则
9759,VERB,试图
9760,ADP,在
9761,NOUN,镜子
9762,NOUN,后面
9763,VERB,寻找
9764,NOUN,食物
9765,PUNCT,。
9766,PRON,他
9767,PART,的
9768,ADJ,最后
9769,NOUN,一个
9770,NOUN,专栏
9771,VERB,出现
9772,ADP,在
9773,PRON,他
9774,VERB,退休
9775,NOUN,前不久
9776,PART,的
9777,NOUN,1955年
9778,NOUN,4月
9779,PUNCT,。
9780,PRON,我
9781,ADV,完全
9782,VERB,明白
9783,NOUN,公众
9784,ADV,为什么
9785,VERB,要
9786,VERB,改革
9787,DET,这个
9788,NOUN,制度
9789,PUNCT,。
9790,PRON,你
9791,VERB,可以
9792,PART,着
9793,VERB,到
9794,PRON,你
9795,DET,所有
9796,NOUN,问题
9797,PART,的
9798,NOUN,答案
9799,PUNCT,。
9800,PUNCT,“
9801,ADV,是的
9802,PUNCT,，
9803,ADP,当
9804,PRON,我
9805,CCONJ,与
9806,PROPN,Davey
9807,PUNCT,（
9808,PROPN,大卫·卡恩
9809,PUNCT,（
9810,NOUN,英语
9811,PUNCT,：
9812,PROPN,David
9813,PROPN,Kahne
9814,PUNCT,）
9815,PUNCT,）
9816,VERB,录制
9817,PART,的
9818,NOUN,时候
9819,PUNCT,，
9820,PRON,我们
9821,VERB,录制
9822,PART,了
9823,NUM,13
9824,NUM,首
9825,NOUN,歌曲
9826,PUNCT,。
9827,ADV,然而
9828,PUNCT,，
9829,PRON,这
9830,ADV,不仅
9831,VERB,是
9832,DET,一个
9833,ADJ,主要
9834,PART,的
9835,NOUN,核
9836,NOUN,研究
9837,NOUN,中心
9838,PUNCT,。
9839,ADV,因此
9840,PUNCT,，
9841,NOUN,那时
9842,ADV,将
9843,VERB,有
9844,NUM,一个
9845,NOUN,团体
9846,PUNCT,，
9847,VERB,即
9848,NOUN,伊斯兰教
9849,PUNCT,。
9850,ADP,当
9851,X,被
9852,VERB,问到
9853,VERB,有
9854,DET,什么
9855,NOUN,不对
9856,PART,时
9857,PUNCT,，
9858,PROPN,穆雷
9859,VERB,说
9860,PART,了
9861,NUM,两
9862,NUM,个
9863,NOUN,词
9864,PUNCT,：
9865,PUNCT,“
9866,PRON,我
9867,PART,的
9868,NOUN,姐姐
9869,PUNCT,。
9870,NUM,第206
9871,NUM,条
9872,ADP,与
9873,NUM,207
9874,NUM,条
9875,ADV,则
9876,VERB,建立
9877,PART,了
9878,PROPN,欧盟
9879,ADJ,共同
9880,PART,的
9881,NOUN,商业
9882,PUNCT,（
9883,NOUN,对外贸易
9884,PUNCT,）
9885,NOUN,政策
9886,PUNCT,。
9887,ADV,这种
9888,NOUN,拒绝
9889,VERB,可能
9890,VERB,是
9891,PUNCT,，
9892,ADV,也
9893,ADV,可能
9894,ADV,不是
9895,VERB,真实
9896,PART,的
9897,PUNCT,。
9898,PRON,他们
9899,ADV,只能
9900,VERB,发送
9901,PART,了
9902,NUM,一
9903,NUM,份
9904,VERB,措辞
9905,VERB,强烈
9906,PART,的
9907,NOUN,信号
9908,ADP,给
9909,PROPN,威尔逊
9910,PUNCT,。
9911,PROPN,詹森
9912,VERB,相信
9913,NOUN,梦境
9914,VERB,是
9915,VERB,真实
9916,PART,的
9917,PUNCT,，
9918,ADV,每天
9919,NOUN,晚上
9920,PRON,他
9921,ADV,总是
9922,VERB,回到
9923,NOUN,1941年
9924,PUNCT,。
9925,PRON,我
9926,VERB,来到
9927,PRON,这里
9928,PART,时
9929,ADV,只有
9930,NUM,35
9931,NUM,美元
9932,ADP,在
9933,PRON,我
9934,NOUN,口袋
9935,PART,里
9936,PUNCT,。
9937,PROPN,迪士尼
9938,ADV,还
9939,VERB,可以
9940,ADP,在
9941,DET,任何
9942,NOUN,时候
9943,ADV,仅
9944,VERB,作为
9945,ADJ,小小
9946,PART,的
9947,NOUN,惩罚
9948,PART,而
9949,VERB,枪毙
9950,NOUN,电影
9951,PUNCT,。
9952,PRON,我
9953,VERB,受
9954,NOUN,主公
9955,PUNCT,（
9956,PROPN,指曹操
9957,PUNCT,）
9958,NOUN,存命
9959,PART,之
9960,NOUN,恩
9961,PUNCT,，
9962,ADV,不
9963,VERB,敢
9964,VERB,违其
9965,NOUN,命令
9966,PUNCT,。
9967,PRON,这样
9968,PART,的
9969,NOUN,禁教
9970,NOUN,尝试
9971,PUNCT,（
9972,NOUN,执行度
9973,ADV,较
9974,VERB,差
9975,PUNCT,）
9976,ADV,一直
9977,VERB,持续
9978,ADP,至
9979,NOUN,1543年
9980,PUNCT,。
9981,PRON,她
9982,VERB,开始
9983,VERB,烦扰
9984,PROPN,Sheldon
9985,CCONJ,和
9986,NOUN,Lisa
9987,PUNCT,（
9988,DET,整个
9989,NOUN,城市
9990,NOUN,现在
9991,ADV,正在
9992,VERB,观看
9993,PART,着
9994,PUNCT,）
9995,PUNCT,，
9996,ADV,不断
9997,PART,地
9998,ADP,与
9999,NOUN,陌生人
10000,VERB,谈论
10001,ADP,关于
10002,PRON,他
10003,ADV,最
10004,VERB,尴尬
10005,PART,的
10006,NOUN,时刻
10007,PUNCT,。
10008,PRON,我
10009,VERB,宣誓
10010,VERB,成为
10011,PRON,我
10012,ADJ,亲爱
10013,PART,的
10014,NOUN,祖国
10015,PUNCT,——
10016,PROPN,保加利亚
10017,NOUN,人民
10018,NOUN,共和国
10019,PART,的
10020,ADJ,优秀
10021,NOUN,公民
10022,PUNCT,。
10023,PUNCT,”
10024,PRON,她
10025,ADV,还
10026,VERB,提到
10027,PART,了
10028,PRON,自己
10029,PART,的
10030,NOUN,情绪
10031,NOUN,危机
10032,PUNCT,，
10033,PRON,她
10034,VERB,说
10035,PUNCT,“
10036,VERB,有
10037,NUM,两
10038,CCONJ,到
10039,NUM,三年
10040,PART,的
10041,NOUN,时间
10042,PRON,我
10043,VERB,远离
10044,PART,了
10045,DET,一切
10046,PART,的
10047,NOUN,社交
10048,NOUN,互动
10049,PUNCT,。
10050,ADV,然而
10051,PUNCT,，
10052,PRON,他
10053,VERB,发现
10054,ADP,在
10055,NOUN,首都
10056,ADV,几乎
10057,VERB,没有
10058,NOUN,支持者
10059,PUNCT,。
10060,ADP,据
10061,PROPN,Flake
10062,VERB,说
10063,PUNCT,，
10064,VERB,采取
10065,PRON,这样
10066,PART,的
10067,NOUN,改变
10068,VERB,是
10069,ADP,因为
10070,PRON,他
10071,ADV,太
10072,ADV,经常
10073,VERB,受伤
10074,PUNCT,。
10075,PRON,我们
10076,ADV,不
10077,VERB,像
10078,NOUN,法国人
10079,PUNCT,，
10080,PRON,我们
10081,VERB,支持
10082,PRON,我们
10083,PART,的
10084,NOUN,政府
10085,PUNCT,。
10086,ADV,最后
10087,VERB,考虑
10088,PART,的
10089,VERB,是
10090,NOUN,物理
10091,NOUN,安全
10092,PUNCT,。
10093,PRON,这
10094,VERB,导致
10095,PROPN,阿尔伯特
10096,NUM,五
10097,NOUN,世
10098,VERB,下令
10099,VERB,逮捕
10100,DET,所有
10101,PROPN,奥地利
10102,PART,的
10103,NOUN,犹太人
10104,PUNCT,。
10105,NOUN,暹罗
10106,NOUN,历史
10107,PART,上
10108,VERB,有
10109,NUM,四
10110,NOUN,人
10111,VERB,得到
10112,DET,这个
10113,NOUN,头衔
10114,PUNCT,。
10115,NUM,一个
10116,NOUN,范例
10117,VERB,是
10118,NOUN,世界
10119,ADV,最
10120,VERB,短
10121,PART,的
10122,PRON,自我
10123,NOUN,繁殖
10124,NOUN,程式
10125,PUNCT,。
10126,PRON,这
10127,ADV,几乎
10128,VERB,消灭
10129,PART,了
10130,DET,每个
10131,NOUN,员工
10132,PART,的
10133,NOUN,储蓄
10134,NOUN,计划
10135,PUNCT,。
10136,PROPN,DNS
10137,ADV,也
10138,VERB,共享
10139,PRON,这个
10140,NOUN,接口
10141,PUNCT,。
10142,NOUN,事实
10143,VERB,是
10144,DET,各
10145,NOUN,阶段
10146,ADP,对
10147,PRON,我
10148,CCONJ,和
10149,DET,某些
10150,NOUN,人
10151,PART,而言
10152,NOUN,意义
10153,VERB,重大
10154,PUNCT,，
10155,ADV,但
10156,NUM,..
10157,NUM,..
10158,NUM,..
10159,PUNCT,《
10160,NOUN,内战
10161,PUNCT,》
10162,VERB,是
10163,NUM,第三
10164,NOUN,阶段
10165,PART,的
10166,NOUN,开始
10167,PUNCT,。
10168,NOUN,社会
10169,ADV,正在
10170,VERB,迫使
10171,DET,这
10172,NUM,数以百万计
10173,PART,的
10174,NOUN,妇女
10175,NOUN,沉默
10176,PUNCT,。
10177,PRON,她
10178,ADV,也
10179,VERB,开始
10180,VERB,出现
10181,ADP,在
10182,NOUN,电视
10183,PART,上
10184,PUNCT,，
10185,ADV,公开
10186,VERB,主张
10187,NOUN,女性
10188,NOUN,教育
10189,PUNCT,。
10190,DET,该
10191,NOUN,协定
10192,ADP,在
10193,NOUN,1994年
10194,NOUN,2月
10195,NOUN,1日
10196,VERB,开始
10197,VERB,生效
10198,PUNCT,（
10199,PRON,其
10200,NUM,第三
10201,NUM,部分
10202,ADP,有关
10203,ADJ,双边
10204,NOUN,贸易
10205,NOUN,关系
10206,PART,的
10207,NOUN,协议
10208,ADV,早
10209,ADP,在
10210,NOUN,1992年
10211,NOUN,3月
10212,NOUN,1日
10213,ADV,即
10214,ADV,已
10215,VERB,生效
10216,PUNCT,）
10217,PUNCT,。
10218,PRON,这
10219,VERB,说明
10220,PRON,我们
10221,VERB,找到
10222,PART,的
10223,NOUN,流是
10224,ADV,最
10225,VERB,大
10226,PART,的
10227,PUNCT,。
10228,NOUN,2009年
10229,PRON,他
10230,VERB,声称
10231,PUNCT,，
10232,PROPN,美国
10233,NUM,8
10234,PUNCT,.
10235,PUNCT,9%
10236,PART,的
10237,NOUN,登记
10238,NOUN,选民
10239,VERB,没有
10240,NOUN,投票
10241,NOUN,资格
10242,PUNCT,，
10243,ADP,因为
10244,PRON,他们
10245,ADV,要么
10246,ADV,已经
10247,VERB,移民
10248,PUNCT,，
10249,ADV,要么
10250,ADV,已经
10251,VERB,死亡
10252,PUNCT,。
10253,PRON,他
10254,VERB,拥有
10255,ADV,约
10256,NUM,480
10257,NUM,项
10258,NOUN,专利
10259,CCONJ,和
10260,NOUN,专利
10261,NOUN,申请
10262,PUNCT,。
10263,ADP,对
10264,NOUN,陆地
10265,PART,上
10266,VERB,缺乏
10267,NOUN,人员
10268,PART,的
10269,NOUN,抱怨
10270,ADV,也
10271,VERB,是
10272,VERB,一样
10273,PART,的
10274,PUNCT,”
10275,PUNCT,。
10276,NOUN,23号
10277,VERB,是
10278,VERB,利比里亚
10279,NOUN,大使馆
10280,PUNCT,。
10281,PROPN,盖雷特
10282,NUM,11
10283,NUM,岁
10284,PART,的
10285,NOUN,儿子
10286,NOUN,理查德
10287,VERB,成
10288,PART,了
10289,NUM,一
10290,NUM,名
10291,NOUN,目击者
10292,PUNCT,。
10293,ADV,因此
10294,PUNCT,，
10295,NOUN,2006年
10296,X,被
10297,ADV,普遍
10298,VERB,认为
10299,VERB,是
10300,VERB,肯德里克
10301,PART,的
10302,NOUN,突破年
10303,VERB,至今
10304,PUNCT,。
10305,PRON,他
10306,VERB,去
10307,PART,了
10308,PROPN,斯特拉斯堡
10309,CCONJ,和
10310,PROPN,巴塞尔
10311,PUNCT,，
10312,ADV,但
10313,VERB,遇到
10314,PART,了
10315,NOUN,失败
10316,PUNCT,。
10317,ADV,因此
10318,PUNCT,，
10319,ADP,n
10320,PROPN,=
10321,NUM,30
10322,ADV,甚至
10323,ADV,更
10324,VERB,大
10325,PUNCT,，
10326,VERB,是
10327,ADV,完全
10328,VERB,合理
10329,PART,的
10330,PUNCT,，
10331,SCONJ,尽管
10332,VERB,令
10333,NOUN,人
10334,VERB,惊讶
10335,PUNCT,。
10336,PROPN,巴基斯坦
10337,ADP,为
10338,PRON,她
10339,PART,的
10340,NOUN,青年
10341,VERB,感到
10342,NOUN,自豪
10343,PUNCT,，
10344,ADV,尤其是
10345,NOUN,学生
10346,PUNCT,，
10347,PRON,他们
10348,VERB,是
10349,NOUN,明天
10350,NOUN,国家
10351,PART,的
10352,NOUN,建设者
10353,PUNCT,。
10354,PRON,这就
10355,VERB,是
10356,PROPN,威廉
10357,ADP,从
10358,PROPN,欧洲
10359,VERB,返回
10360,PART,时
10361,PROPN,东方
10362,PART,的
10363,NOUN,局势
10364,PUNCT,。
10365,PROPN,奥斯本
10366,NOUN,先生
10367,NOUN,今天
10368,PART,的
10369,NOUN,自信
10370,VERB,表明
10371,PART,了
10372,ADV,为什么
10373,VERB,会
10374,VERB,这样
10375,PUNCT,。
10376,ADP,对
10377,NOUN,国际化
10378,PART,的
10379,NOUN,支持
10380,ADV,非常
10381,VERB,重要
10382,PUNCT,。
10383,PRON,他们
10384,VERB,必须
10385,VERB,是
10386,ADJ,个体
10387,PART,的
10388,NOUN,公民
10389,PUNCT,。
10390,VERB,至关重要
10391,PART,的
10392,VERB,是
10393,PUNCT,，
10394,DET,这种
10395,PUNCT,“
10396,NOUN,新闻
10397,PUNCT,”
10398,ADV,不是
10399,ADP,在
10400,PROPN,英国
10401,VERB,制作
10402,CCONJ,或
10403,NOUN,广播
10404,PART,的
10405,PUNCT,。
10406,DET,这种
10407,NOUN,设备
10408,ADV,仍然
10409,ADV,在
10410,VERB,使用
10411,PUNCT,，
10412,SCONJ,即使
10413,VERB,是
10414,ADP,在
10415,VERB,新
10416,PART,的
10417,NOUN,飞机
10418,PUNCT,。
10419,ADV,因此
10420,PUNCT,，
10421,NOUN,问题
10422,VERB,是
10423,DET,哪
10424,NOUN,一方
10425,PART,的
10426,NOUN,CDS
10427,ADV,将
10428,ADV,不得不
10429,VERB,支付
10430,PUNCT,，
10431,ADV,并且
10432,PRON,它
10433,ADV,将
10434,VERB,能够
10435,VERB,做到
10436,PRON,这点
10437,PUNCT,。
10438,ADV,因此
10439,DET,任何
10440,ADJ,新
10441,PART,的
10442,PROPN,奥地利
10443,NOUN,政府
10444,VERB,必须
10445,VERB,整合
10446,PRON,他们
10447,PUNCT,。
10448,ADP,在
10449,NUM,很多
10450,NOUN,神话
10451,PART,中
10452,PUNCT,，
10453,VERB,上神
10454,NOUN,创世
10455,PART,之后
10456,ADV,就
10457,VERB,退隐
10458,VERB,至
10459,NOUN,天堂
10460,PUNCT,。
10461,VERB,40%
10462,PART,的
10463,NOUN,人口
10464,ADV,经常
10465,VERB,购买
10466,ADJ,公平
10467,NOUN,贸易
10468,NOUN,商品
10469,PUNCT,。
10470,PUNCT,《
10471,PROPN,华盛顿
10472,NOUN,邮报
10473,PUNCT,》
10474,VERB,指该
10475,NOUN,隧道
10476,VERB,可能
10477,X,被
10478,PROPN,以色列
10479,VERB,监视
10480,PART,了
10481,NUM,几
10482,NUM,年
10483,PUNCT,。
10484,SCONJ,如果
10485,PRON,我们
10486,ADP,跟
10487,NOUN,中国人
10488,VERB,混合
10489,VERB,起来
10490,PUNCT,，
10491,PRON,他们
10492,VERB,会
10493,ADV,慢慢
10494,X,把
10495,PRON,我们
10496,VERB,吞掉
10497,PUNCT,。
10498,NOUN,孩子
10499,ADV,似乎
10500,VERB,能够
10501,VERB,分清
10502,NUM,两
10503,NUM,种
10504,NOUN,语言
10505,PRON,本身
10506,PUNCT,。
10507,ADP,截至
10508,NOUN,2010年
10509,PUNCT,，
10510,PROPN,美国
10511,NOUN,债务
10512,VERB,继续
10513,VERB,增加
10514,PUNCT,，
10515,ADV,而
10516,PROPN,加拿大
10517,NOUN,联邦
10518,NOUN,政府
10519,NOUN,债务
10520,ADV,正在
10521,VERB,减少
10522,PUNCT,。
10523,NOUN,规则
10524,CCONJ,和
10525,NOUN,条例
10526,PART,的
10527,NOUN,存在
10528,PUNCT,，
10529,ADV,但
10530,ADV,一般来说
10531,PUNCT,，
10532,PROPN,MOEL
10533,NOUN,C本身
10534,ADV,并
10535,ADV,不
10536,VERB,处罚
10537,PUNCT,。
10538,NUM,六
10539,NUM,名
10540,VERB,涉嫌
10541,NOUN,走私者
10542,CCONJ,和
10543,NUM,11
10544,NUM,名
10545,NOUN,移民
10546,VERB,被捕
10547,PUNCT,。
10548,ADP,在
10549,NOUN,特立尼
10550,VERB,达待
10551,PART,了
10552,NUM,一
10553,PART,年后
10554,PUNCT,，
10555,NOUN,移民
10556,PART,中
10557,VERB,有
10558,NUM,17
10559,NOUN,人
10560,VERB,死去
10561,PART,了
10562,PUNCT,。
10563,ADV,因此
10564,PUNCT,，
10565,PRON,我们
10566,VERB,有
10567,ADJ,充分
10568,PART,的
10569,NOUN,理由
10570,VERB,相信
10571,PUNCT,，
10572,NUM,一些
10573,NOUN,情报
10574,NOUN,官员
10575,VERB,陪同
10576,CCONJ,并
10577,VERB,指导
10578,PART,了
10579,DET,这些
10580,NOUN,交易
10581,PUNCT,。
10582,PROPN,大卫
10583,ADP,在
10584,NOUN,1084年
10585,NOUN,未知
10586,NOUN,日期
10587,VERB,出生
10588,ADP,于
10589,PROPN,苏格兰
10590,PUNCT,。
10591,PRON,她
10592,VERB,觉得
10593,PRON,自己
10594,VERB,需要
10595,PUNCT,“
10596,VERB,逃避
10597,PUNCT,”
10598,PUNCT,，
10599,ADV,于是
10600,VERB,去
10601,PROPN,埃及
10602,VERB,待
10603,PART,了
10604,NUM,3周
10605,PUNCT,。
10606,NOUN,法案
10607,ADV,还
10608,VERB,指出
10609,PUNCT,，
10610,PROPN,美国
10611,NOUN,大使馆
10612,VERB,应
10613,ADP,在
10614,NUM,五
10615,PART,年内
10616,PROPN,迁往
10617,PROPN,耶路撒冷
10618,PUNCT,。
10619,PRON,我
10620,ADV,终
10621,ADV,不
10622,VERB,会
10623,VERB,浪费
10624,NUM,一万
10625,NOUN,劳工
10626,PART,的
10627,NOUN,劳动
10628,NOUN,成果
10629,PUNCT,。
10630,NOUN,1986年
10631,PUNCT,，
10632,VERB,来到
10633,PROPN,美国
10634,VERB,寻求
10635,NOUN,政治
10636,NOUN,庇护
10637,PART,的
10638,NUM,4万
10639,NUM,名
10640,NOUN,海地人
10641,VERB,获得
10642,PART,了
10643,ADJ,永久
10644,NOUN,居民
10645,NOUN,身份
10646,PUNCT,。
10647,NOUN,现在
10648,NOUN,摩洛哥
10649,NOUN,公民
10650,VERB,可
10651,ADP,在
10652,DET,任何
10653,NOUN,时间
10654,PUNCT,、
10655,DET,任何
10656,NOUN,地点
10657,VERB,申请
10658,NOUN,护照
10659,PUNCT,。
10660,PRON,他
10661,ADV,还
10662,VERB,指出
10663,PUNCT,，
10664,NUM,许多
10665,NOUN,用户
10666,VERB,会
10667,ADP,在
10668,NOUN,编辑
10669,NOUN,摘要
10670,PART,中
10671,VERB,留下
10672,NUM,许多
10673,PRON,他
10674,ADV,不
10675,VERB,想
10676,VERB,让
10677,NUM,9
10678,NUM,岁
10679,PART,的
10680,NOUN,孙子
10681,VERB,看到
10682,PART,的
10683,NOUN,评论
10684,PUNCT,。
10685,ADP,在
10686,ADJ,紧急
10687,NOUN,状态
10688,NOUN,期间
10689,PUNCT,，
10690,ADV,约
10691,NUM,2
10692,PUNCT,","
10693,NUM,436
10694,NOUN,人
10695,ADP,根据
10696,PUNCT,《
10697,NOUN,国内
10698,NOUN,安全
10699,NOUN,法案
10700,PUNCT,》
10701,X,被
10702,VERB,拘留
10703,PUNCT,。
10704,ADV,但是
10705,PRON,我们
10706,ADV,实际上
10707,VERB,得到
10708,PART,的
10709,VERB,要
10710,VERB,多
10711,PART,了
10712,ADV,一点
10713,PUNCT,，
10714,ADP,因为
10715,DET,这个
10716,NOUN,空间
10717,NOUN,现在
10718,VERB,是
10719,NOUN,T
10720,NUM,0
10721,PART,的
10722,PUNCT,。
10723,ADV,此外
10724,PUNCT,，
10725,CCONJ,还有
10726,NUM,27
10727,NUM,位
10728,NOUN,众议员
10729,CCONJ,和
10730,NOUN,参议员
10731,ADV,并没有
10732,VERB,参加
10733,ADJ,这次
10734,NOUN,投票
10735,PUNCT,。
10736,DET,每个
10737,NOUN,区域
10738,ADV,都
10739,VERB,有
10740,NUM,一个
10741,NOUN,boss
10742,PUNCT,，
10743,VERB,可
10744,ADP,在
10745,PRON,其
10746,NOUN,基地
10747,PART,中
10748,VERB,找到
10749,CCONJ,并
10750,VERB,击败
10751,PUNCT,。
10752,NOUN,5月
10753,NOUN,11日
10754,PUNCT,，
10755,NUM,一
10756,NUM,架
10757,NUM,A
10758,PUNCT,-
10759,NUM,10
10760,ADP,在
10761,PROPN,科索沃
10762,NOUN,上空
10763,ADV,轻微
10764,VERB,受损
10765,PUNCT,。
10766,ADP,在
10767,PROPN,中非
10768,NOUN,共和国
10769,PUNCT,，
10770,ADV,至少
10771,VERB,有
10772,NUM,98
10773,NUM,名
10774,NOUN,女孩
10775,VERB,说
10776,PUNCT,，
10777,PRON,她们
10778,ADV,曾
10779,VERB,受到
10780,NOUN,国际
10781,NOUN,维和
10782,NOUN,人员
10783,PART,的
10784,NOUN,性虐待
10785,PUNCT,。
10786,DET,该
10787,NOUN,计划
10788,VERB,允许
10789,NUM,157
10790,NUM,个
10791,NOUN,合作
10792,VERB,社向
10793,NUM,15000
10794,NUM,个
10795,NOUN,农场
10796,VERB,提供
10797,NOUN,援助
10798,PUNCT,。
10799,ADP,在
10800,NOUN,1976年
10801,PUNCT,，
10802,PRON,他
10803,ADV,又
10804,VERB,提出
10805,PART,了
10806,NUM,J4
10807,PART,的
10808,NOUN,存在
10809,PUNCT,。
10810,NUM,第一
10811,PUNCT,，
10812,NOUN,信贷
10813,VERB,是
10814,NUM,一
10815,NUM,项
10816,NOUN,人权
10817,PUNCT,；
10818,NUM,第二
10819,PUNCT,，
10820,NOUN,穷人
10821,VERB,是
10822,ADV,最
10823,VERB,了解
10824,ADV,如何
10825,VERB,改善
10826,PRON,自己
10827,NOUN,处境
10828,PART,的
10829,NOUN,人
10830,PUNCT,。
10831,NUM,两
10832,NUM,个
10833,NOUN,例子
10834,VERB,是
10835,PROPN,Bacardi
10836,NUM,151
10837,CCONJ,或
10838,PROPN,Pitorro
10839,NOUN,moonshine
10840,PUNCT,。
10841,SCONJ,如果
10842,PRON,你们
10843,VERB,企图
10844,VERB,收复
10845,PRON,你们
10846,ADV,早已
10847,VERB,丧失
10848,PART,的
10849,NOUN,土地
10850,PUNCT,，
10851,ADV,那么
10852,PRON,你们
10853,VERB,试试
10854,PART,吧
10855,PUNCT,。
10856,NOUN,色彩
10857,VERB,缤纷
10858,PART,的
10859,ADJ,小型
10860,PUNCT,、
10861,NOUN,私有队
10862,PART,的
10863,NOUN,时代
10864,ADV,终于
10865,VERB,走到
10866,PART,了
10867,NOUN,尽头
10868,PUNCT,。
10869,PRON,他
10870,ADV,有时
10871,VERB,会
10872,VERB,显示
10873,ADP,为
10874,PRON,他们
10875,NOUN,二者
10876,PART,中
10877,DET,某
10878,NUM,一
10879,NUM,位
10880,PART,的
10881,NOUN,助手
10882,CCONJ,或
10883,NOUN,同伴
10884,PUNCT,。
10885,ADP,在
10886,PROPN,封闭型
10887,NOUN,经济
10888,PART,中
10889,PUNCT,：
10890,NOUN,国民储
10891,ADV,蓄=
10892,VERB,投资
10893,PUNCT,。
10894,ADV,但是
10895,ADP,在
10896,NOUN,9月
10897,NOUN,8日
10898,PROPN,G
10899,PUNCT,.
10900,NUM,55
10901,ADV,仍
10902,ADV,未
10903,VERB,送达
10904,PUNCT,。
10905,NUM,许多
10906,PROPN,非洲
10907,NOUN,面具
10908,NOUN,代表
10909,NOUN,动物
10910,PUNCT,。
10911,NOUN,12月
10912,NOUN,3日
10913,PROPN,乌克兰
10914,ADJ,最高
10915,NOUN,法院
10916,ADV,终于
10917,VERB,突破
10918,PART,了
10919,DET,这个
10920,NOUN,政治
10921,NOUN,僵局
10922,PUNCT,。
10923,PRON,这
10924,VERB,要
10925,ADP,通过
10926,NUM,多数
10927,NOUN,决定
10928,PART,来
10929,VERB,达到
10930,PUNCT,，
10931,CCONJ,以及
10932,ADV,不可避免
10933,PART,的
10934,VERB,妥协
10935,PUNCT,。
10936,ADV,但是
10937,NOUN,现在
10938,NOUN,科学
10939,ADV,已经
10940,VERB,提供
10941,PART,了
10942,ADV,更
10943,VERB,让
10944,NOUN,人
10945,VERB,信服
10946,PART,的
10947,NOUN,解释
10948,PUNCT,。
