translation
"{'en': 'In 1835 he met and befriended Taras Shevchenko.', 'fr': 'En juillet 1835 il rencontre et se lie avec Taras Chevtchenko.'}"
"{'en': 'Their delivery was supposed to commence in October 1935.', 'fr': 'Leur livraison était censée débuter en octobre 1935.'}"
"{'en': 'It was created in 1947–51 when the peat bog Vlasinsko blato (Vlasina mud) was closed off by a dam and submerged by the waters of incoming rivers chiefly the Vlasina.', 'fr': 'Il a été créé entre 1947 et 1951 quand une tourbière appelée Vlasinsko blato (la « boue de Vlasina ») a été bloquée par un barrage et submergée par les eaux des rivières avoisinantes dont la Vlasina.'}"
"{'en': 'The Palermo Technical Impact Hazard Scale is a logarithmic scale used by astronomers to rate the potential hazard of impact of a near-earth object (NEO).', 'fr': ""L'échelle de Palerme est en astronomie une échelle logarithmique utilisée pour évaluer le risque d'impact d'un objet géocroiseur.""}"
"{'en': 'In this way Boulson was able to stay with the regiment until he was of age to enlist becoming a fifer in I Company and eventually Chief of Field Music for the Regiment.', 'fr': ""De cette façon Boulson est en mesure de rester avec le régiment jusqu'à ce qu'il soit en âge de s'enrôler devenant un fifre dans la compagnie I et finalement chef de la musique de terrain pour le régiment.""}"
"{'en': ""Geula was named for the neighborhood's main street Geula Street now Malkhei Yisrael Street."", 'fr': ""Son nom vient de l'ancienne rue principale du quartier la rue Gueoulah qu'on appelle aujourd'hui rue Malchei Yisrael.""}"
"{'en': ""Under Li Deyu's advocacy Emperor Wuzong ordered a general campaign against Liu Zhen and in 844 under pressure from imperial troops Liu Zhen's subordinate Guo Yi (郭誼) killed Liu Zhen and surrendered."", 'fr': ""Finalement c'est sur le conseil de Li Deyu que l'empereur Wuzong tranche en faveur d'une campagne militaire qui s’achève en 844 lorsque Guo Yi (郭誼) un des hommes de Liu Zhen tue son supérieur avant de capituler.""}"
"{'en': ""Some such as the Komono Jin'ya in Komono Mie Prefecture had a watchtower (yagura) mimicking the donjon of a castle."", 'fr': ""Certains tel le jin'ya Komono à Komono préfecture de Mie ont une tour de guet (yagura) à l'image du donjon d'un château.""}"
"{'en': 'The Rolls-Royce Eagle was the first aircraft engine to be developed by Rolls-Royce Limited.', 'fr': ""Le Rolls-Royce Eagle est le premier moteur d'avion développé par Rolls-Royce Limited.""}"
"{'en': 'The orders stated that ""a victory on the eastern flank will help us to gain what we want on the western flank"" but warned that operations must not endanger Second Army\'s position as it was a ""firm bastion"" that was needed for the success of American operations.', 'fr': ""Les ordres précisent qu'« une victoire sur le flanc est nous aidera à gagner ce que nous voulons sur le flanc ouest » mais stipulent aussi qu'il ne faut pas mettre en danger les positions de la 2e armée véritable « place forte » nécessaire au succès des opérations américaines.""}"
"{'en': 'It is 42 km in length but only 12 km wide at its broadest zone.', 'fr': 'Elle mesure 42 km de longueur mais seulement 12 km de large (au maximum).'}"
"{'en': 'The subgroup M11 is the stabilizer of a point.', 'fr': ""Le sous-groupe M11 est le stabilisateur d'un point.""}"
"{'en': 'In 1947 she moved to Rio de Janeiro to study with Brazilian landscape architect Roberto Burle Marx and became an artist.', 'fr': 'Elle est devenue artiste en 1947 quand elle est déménagée à Rio de Janeiro pour étudier avec le paysagiste Roberto Burle Marx.'}"
"{'en': 'Today much of the alignment is followed by U.S. Route 40 with various portions bearing the Alternate U.S. Route 40 designation or various state-road numbers (such as Maryland Route 144 for several sections between Baltimore and Cumberland).', 'fr': ""Aujourd'hui une grande partie du parcours est repris par l'U.S. Route 40 avec différentes portions portant le nom d'Alternative U.S. Route 40 ou de diverses route des Etats régionaux (telle la Maryland Route 144 pour plusieurs sections entre Baltimore et Cumberland).""}"
"{'en': 'The bystanders can then be understood either as appalled but unable to do anything or willfully ignorant and unwilling to intervene.', 'fr': ""On peut envisager que les témoins peuvent ainsi être soit horrifiés mais incapables de réagir soit obstinément ignorants et sans volonté d'intervenir.""}"
"{'en': 'The fiction always born of reality; the literary works born of an event or a situation observed or experienced creates from that an imaginary situation perpetual whose knowledge shapes the minds of the community.', 'fr': ""Car la fiction nait toujours du réel; l’œuvre littéraire née d’un événement ou d'une situation observés ou vécus crée à partir de cela une situation imaginaire perpétuelle dont la connaissance façonne les esprits de la communauté.""}"
"{'en': 'Patton then set his sights on Messina.', 'fr': 'Patton se tourna alors vers Messine.'}"
"{'en': 'Detailed work performed under the auspices of the Wildlife Conservation Society revealed the species has lost 37% of its historic range with its status unknown in an additional 18% of the global range.', 'fr': ""Des travaux détaillés de la Wildlife Conservation Society révèlent que l'animal a perdu 37 % de son aire de répartition historique avec un statut inconnu dans 18 % autres.""}"
"{'en': 'It was another three and a half years before women were allowed to vote in Oregon.', 'fr': ""Pourtant il faudra attendre encore trois années avant que les femmes ne puissent voter dans l'Oregon.""}"
"{'en': 'Because of this moment the Lebanese people had called it\'s their first ever ""Golden Generation"" of Lebanese football same like Belgium.', 'fr': 'Depuis ce moment les Libanais considèrent que c\'est leur toute première ""génération dorée"" du football libanais comme ce fut le cas pour la Belgique.'}"
"{'en': 'It is situated within a replica Japanese garden.', 'fr': 'Elles sont disposées dans un espace contigu au jardin japonais.'}"
"{'en': 'Once a maid of honour to the Duchess of York she was twice widowed and eventually died in poverty.', 'fr': ""Demoiselle d'honneur de la duchesse d'York elle devient veuve à deux reprises et meurt dans la pauvreté.""}"
"{'en': 'Wisconsin Central #715 is preserved at the National Railroad Museum in Green Bay Wisconsin.', 'fr': 'Wisconsin Central #715 est préservée au National Railroad Museum à Green Bay Wisconsin.'}"
"{'en': 'The game was criticized for its poor collision detection and lack of diverse movesets.', 'fr': 'Le jeu a été hautement et négativement critiqué pour son manque de détection de collision et de mouvements divers.'}"
"{'en': 'For this reason they often tortured the arrested suspects to force confessions leading to a great number of false charges.', 'fr': 'Pour cette raison ils torturent souvent des suspects arrêtés pour les contraindre à des aveux forcés ce qui conduit à un grand nombre de fausses accusations.'}"
"{'en': 'The result is a brutal genre picture that also evokes contemporary anxieties about what was often spoken of simply as the Bomb.', 'fr': ""Le résultat est un film de genre brutal qui évoque également l'anxiété contemporaine sur ce qui est souvent appelé « Bombe ».""}"
"{'en': 'In 1994 she created temporary gardens combining art and agriculture with Jean-Paul Ganem.', 'fr': 'En 1994 elle travaille avec Jean-Paul Ganem sur des projets de jardins éphémères associant art et agriculture.'}"
"{'en': 'On September 23 2015 Sydal made his debut for NJPW at Destruction in Okayaka teaming with Hiroshi Tanahashi in a tag team match where they defeated Bad Luck Fale and Tama Tonga.', 'fr': 'Le 23 septembre 2015 Sydal fait ses débuts pour la NJPW au Destruction in Okayaka faisant équipe avec Hiroshi Tanahashi dans un match par équipe où ils ont battu Bad Luck Fale et Tama Tonga.'}"
"{'en': 'Wiktor Komorowski was born in 1887.', 'fr': 'Wiktor Komorowski est né en 1887.'}"
"{'en': 'The temple was first built in 802.', 'fr': 'Le temple fut bâti pour la première fois en 802.'}"
"{'en': 'Jamaica Land We Love is the national anthem of Jamaica officially adopted in July 1962.', 'fr': ""Jamaica Land We Love est l'hymne de la Jamaïque depuis 1962 date de l'indépendance du pays.""}"
"{'en': 'Montgravier spent three periods in Algeria from 1832 to 1834 from 1839 to 1845 and finally from 1846 to 1851.', 'fr': 'Auparavant Azéma de Montgravier sert à trois reprises en Algérie de 1832 à 1834 puis de 1839 à 1845 et enfin de 1846 à 1851.'}"
"{'en': 'Mystery Case Files: Ravenhearst is the third installment in the Mystery Case Files franchise  was released in December 2006 and features an investigation centered on a mysterious manor located in England.', 'fr': 'Mystery Case Files: Ravenhearst est le troisième jeu de la franchise Mystery Case Files sorti en décembre 2006 avec une enquête centrée sur un mystérieux manoir en Angleterre à Blackpool.'}"
"{'en': 'When this wartime speech was published in 1946 the Australian government asked if the British government still intended to conduct the inquiry.', 'fr': 'Lorsque ce discours fut publié en 1946 le gouvernement australien demanda si le gouvernement britannique comptait toujours conduire cette enquête.'}"
"{'en': 'This also led to cancelling their appearance at Ozzfest Meets Knotfest.', 'fr': ""Ils annulent également leur participation à l'Ozzfest Meets Knotfest.""}"
"{'en': 'The tale is the cypher of the extreme tension that according to Perone is in place between finite and infinite penultimate and ultimate individual meanings and overall sense.', 'fr': ""L'histoire représente l'extrême tension qui subsiste selon Perone entre le fini et l'infini entre l'avant-dernier et le dernier entre les significations individuelles et le sens global.""}"
"{'en': 'He went back to Aulnay several times and bought a dozen canvases.', 'fr': 'Il refait souvent le chemin jusqu’à Aulnay et lui achète une douzaine de toiles.'}"
"{'en': 'Gargalo island and Palazzu block.', 'fr': 'Scandola - Île de Gargalo et îlot Palazzu.'}"
"{'en': 'The union has the right to interfere in various issues regarding the school.', 'fr': 'Cette association propose des prestations variées en rapport avec les multiples domaines de compétence de l’école.'}"
"{'en': ""The airport is owned and administered by the country's Directorate General of Civil Aviation (DGAC) and is currently served by one daily scheduled flight from San José plus frequent charter services."", 'fr': ""L'aéroport est détenu et administré par la Direction Générale de l'Aviation Civile et est actuellement desservi par un quotidien vol régulier de San José avec des services charters fréquents.""}"
"{'en': 'Maharashtra.', 'fr': 'Maharashtra.'}"
"{'en': 'The Bedford TK range replaced the S type in 1959 but the RL continued in production until 1969 when it was replaced by the M type which used the basic cab of the TK and the mechanicals of the RL with minimal changes.', 'fr': ""La gamme Bedford TK remplaça la gamme S en 1959 mais pas entièrement car la construction du modèle RL se poursuivit jusqu'en 1969 où il fut remplacé par le type M construit avec un minimum de modifications à base des modèles TK pour la partie cabine et RL pour la partie mécanique.""}"
